"SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","AirBreathingRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","VulnerabilityClimate","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
60358,"Archamia",54391,"(Günther, 1859)","Gon's cardinalfish","Arble_u5.jpg",NA,NA,NA,304,"Apogoninae",9289,NA,"short and / or deep","r",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,10,30,90102,NA,NA,NA,NA,NA,NA,NA,10,NA,12.6000003814697,"TL",NA,NA,125969,NA,NA,NA,NA,NA,23.2000007629395,NA,125969,NA,NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in coastal, mangrove zones and thought to enter rivers, but also found with shipwrecks in deeper water laying on muddy substrates (Ref. 48635); also on reefs, over sandy and muddy bottoms in silty conditions (Ref. 54391) Forms aggregations that hover above rocky outcrops (Ref 90102). Feeds on fish eggs and larvae, shrimps, and pelagic polychaetes (Ref. 31551).",NA,1,0,113,2003-05-30,65,2022-05-11,NA,NA,NA
52799,"Arcygobius",12541,"(Valenciennes, 1837)","Isthmus goby","Opath_u0.jpg",NA,NA,NA,405,"Gobiinae",6762,NA,"elongated","o",NA,NA,0,0,1,1,"demersal","WaterAssumed",NA,NA,NA,3,15,90102,NA,NA,NA,NA,NA,NA,NA,10,NA,10.1599998474121,"SL",NA,NA,1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Solitary or in small groups. Inhabits sand-rubble bottoms in 3-15 m (Ref. 90102).",NA,1,0,113,1999-06-03,14,2013-12-05,NA,NA,NA
8103,"Argyrops",124569,"Oshima, 1927","Taiwan tai","Arble_u0.jpg",NA,NA,NA,330,NA,7223,NA,"short and / or deep","R",NA,NA,0,0,1,1,"demersal","WaterAssumed",NA,NA,NA,50,200,124569,NA,NA,NA,NA,NA,NA,NA,44.4,NA,50,"SL",NA,NA,124569,30,"SL",NA,NA,124569,NA,NA,NA,NA,NA,NA,NA,4537,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"gillnets",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits sandy and muddy bottoms (Ref. 41299).  Important food fish. In Okinawa (Japan), according to  local fishermen, this species usually reches more thatn 50 cm SL and a buyer from Ryukyu Is. reported that some individuals occasionally attain 65 cm SL (Ref. 124569).",NA,0.507799983024597,0,10,1993-06-22,14,2021-08-04,14,2021-07-30,NA
442,"Argyrops",124569,"(Forsskål, 1775)","King soldierbream","Arspi_u2.jpg",NA,NA,"Arspi_j0.jpg",330,NA,7223,NA,"short and / or deep","R",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,NA,NA,1,450,100719,5,100,30573,NA,NA,NA,NA,55.28,61.27,80,"TL",NA,NA,124569,30,"TL",NA,NA,3507,NA,NA,NA,"ARSPI_U1",NA,NA,NA,4931,"commercial","high","Reliable: based on ex-vessel price for this species",NA,"from 1,000 to 10,000",NA,"various gears",NA,0,1,0,1,0,1,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in a wide range of bottoms.  Young fish occur in very shallow waters of sheltered bays; larger individuals in deeper water.  Feed on benthic invertebrates, mainly mollusks (Ref. 5213).  Important food fish.",NA,0.507799983024597,0,2,1990-10-17,14,2021-08-06,14,2021-08-06,NA
11979,"Argyrosomus",11025,"(Temminck & Schlegel, 1843)","Japanese meagre","Arjap_u3.jpg",NA,NA,NA,331,NA,4240,NA,"fusiform / normal","R",NA,NA,0,0,1,1,"benthopelagic","WaterAssumed",NA,"oceanodromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.73,NA,181,"TL",NA,NA,11025,NA,NA,NA,NA,NA,75000,NA,11025,NA,NA,NA,NA,4537,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"commercial",NA,40297,"never/rarely",NA,"never/rarely",NA,NA,1,4537,"harmless",NA,"no special ability",NA,NA,1,"Adult fish found mainly near shore beyond the surf zone, occasionally going inshore.  Juveniles exclusively found inshore.  Juveniles recruit to estuaries at about 30 cm TL.  An important food fish (Ref. 11025).",NA,0.501999974250793,0,18,1994-08-05,65,2013-07-18,NA,NA,NA
1300,"Ariomma",3300,"(Day, 1871)","Indian driftfish","Arind_u2.jpg",NA,NA,NA,423,NA,9438,NA,"short and / or deep","O",NA,NA,0,0,0,1,"benthopelagic","WaterAssumed",NA,"oceanodromous",51243,20,300,4412,20,100,52180,NA,NA,NA,NA,16.61,26.47,25,"SL",NA,NA,9811,18,"SL",NA,NA,9811,NA,NA,NA,"ARIND_U0",NA,NA,NA,181,"commercial","high","Reliable: based on ex-vessel price for this species",NA,"from 1,000 to 10,000","Mozambique in area 51","trawls",NA,0,0,0,0,0,1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs in small schools in areas with muddy substrates on the continental shelf and upper slope.  Feeds mainly on zooplankton.  Appears to be pelagic at night and demersal by day and may migrate seasonally.  Marketed fresh or dried-salted (Ref. 3300).",NA,0.515600025653839,0,1,1990-10-17,303,2021-03-22,3,1994-08-28,NA
8234,"Ariosoma",559,"(Temminck & Schlegel, 1846)","Silvery conger","Arana_u0.jpg",NA,NA,NA,62,"Bathymyrinae",7712,NA,"eel-like","O",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,NA,NA,2,30,86942,NA,NA,NA,NA,NA,NA,NA,44,NA,60,"TL",NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,"ARANA_U0",NA,NA,NA,NA,"of no interest","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits coastal sandy and muddy bottoms (also Ref. 11230).",NA,0.5,0,34,1993-08-17,2291,2015-04-06,NA,NA,NA
70060,"Ariosoma",124214,"Karmovskaya, 2015","Long-fin short-tail conger",NA,NA,NA,NA,62,"Bathymyrinae",7712,NA,"eel-like","D",NA,NA,0,0,0,1,"demersal",NA,NA,NA,NA,10,480,128691,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,32,"TL",128691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"of no interest",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.5,0,14,2023-05-16,NA,2023-05-16,NA,NA,NA
58551,"Ariosoma",11039,"Fowler, 1938","Bigeye short-tail conger","Armeg_u0.jpg",NA,NA,NA,62,"Bathymyrinae",7712,NA,"eel-like","o",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,NA,NA,NA,717,280,NA,NA,NA,NA,NA,NA,NA,10.8,NA,20.7999992370605,"TL",NA,NA,123550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"of no interest","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.5,0,113,2002-01-11,14,2024-06-24,NA,NA,NA
1285,"Arius",38478,"(Hamilton, 1822)","Threadfin sea catfish","Arari_u1.jpg",NA,NA,NA,145,"Ariinae",74,NA,"elongated","O",NA,NA,0,0,1,1,"demersal","WaterAssumed",NA,"amphidromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,NA,40,"SL",NA,NA,38478,15,"SL",NA,NA,4833,NA,NA,NA,NA,NA,NA,NA,3290,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,1,0,0,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"traumatogenic",58010,"no special ability",NA,NA,1,"Common in estuaries, tidal rivers and brackish water lakes.  Feeds mostly on invertebrates.  Caught mainly with bagnets, dipnets and bamboo stake traps, also on hook and line (Ref. 3290).",NA,0.5,0,2,1990-10-17,303,2013-11-29,2,1994-08-08,NA
1280,"Arius",38478,"(Thunberg, 1792)","Spotted catfish","Armac_u1.jpg",NA,NA,NA,145,"Ariinae",74,NA,"fusiform / normal","O",NA,NA,0,1,1,1,"demersal","WaterAssumed",NA,"potamodromous",51243,50,100,28016,NA,NA,NA,NA,NA,NA,NA,35.8,NA,80,"TL",NA,NA,11441,30,"TL",NA,NA,3290,NA,NA,NA,"ARMAC_U1",NA,NA,NA,3290,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,1,1,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"traumatogenic",58010,"no special ability",NA,NA,1,"Adults occurs in inshore waters and estuaries. Occasionally form schools.  Feed on invertebrates and small fishes.  Males incubate eggs in the mouth (Ref. 205).  Caught mainly with set bag nets and bamboo stake traps.  Marketed fresh (Ref. 3290).  Air bladders are exported as isinglass used by the wine industry (Ref. 43081).  Strong venomous dorsal and pectoral spines provide protection for the fish (Ref. 43081).",NA,0.5,0,2,1990-10-17,303,2018-07-19,1,2000-10-06,NA
27403,"Arius",38478,"Bleeker, 1855","Squirrelheaded catfish","Armic_u3.jpg",NA,NA,NA,145,"Ariinae",74,NA,"fusiform / normal","O",NA,NA,0,0,1,1,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,60,"TL",NA,NA,38478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"traumatogenic",58010,"no special ability",NA,NA,1,"Found in inshore and turbid brackish waters and tidal reaches of rivers (Ref. 38478).  Probably feeding on mollusks or thick-shelled crustaceans (Ref. 38478).",NA,0.5,0,10,1997-08-27,303,2013-11-29,NA,NA,NA
1283,"Arius",3290,"Valenciennes, 1840","Veined catfish","Arven_u0.gif",NA,NA,NA,145,"Ariinae",74,NA,"fusiform / normal","O",NA,NA,0,0,1,1,"demersal","WaterAssumed",NA,NA,NA,20,50,28016,NA,NA,NA,NA,NA,NA,NA,20,NA,30,"TL",NA,NA,7050,19,"TL",NA,NA,3290,NA,NA,NA,NA,NA,NA,NA,3290,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"traps",NA,1,0,0,1,0,0,0,0,1,1,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"traumatogenic",58010,"no special ability",NA,NA,1,"Inhabit shallow coastal waters and sometimes estuaries (Ref. 12693).  Possibly enter freshwater in some countries (Ref. 12693).  Feed mainly on invertebrates and small fishes.  Caught mainly with bamboo traps and set bagnets.  Marketed mostly fresh (Ref. 3290).",NA,0.5,0,2,1990-10-17,303,2013-11-29,2,1994-07-15,NA
12562,"Arnoglossus",559,"Hubbs, 1915","Japanese lefteye flounder","Arjap_u0.jpg",NA,NA,NA,439,NA,2511,NA,"short and / or deep","O",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,NA,NA,85,154,9824,NA,NA,NA,NA,NA,NA,NA,10,NA,17,"TL",NA,NA,9824,NA,NA,NA,NA,NA,NA,NA,NA,"ARJAP_U0",NA,NA,NA,9824,"of no interest",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits bottoms with broken coral, shell, pebbles, and gray mud.  Feeds on bottom-living animals.",NA,0.5,0,2,1994-12-19,303,2005-07-24,113,1995-10-27,NA
15549,"Arnoglossus",9824,"Günther, 1880","Dwarf lefteye flounder","Arten_u2.jpg",NA,NA,NA,439,NA,2511,NA,"short and / or deep","O",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,NA,NA,80,100,9824,NA,NA,NA,NA,NA,NA,NA,10,NA,12,"TL",NA,NA,9824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9824,"of no interest",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Feeds on benthic animals.",NA,0.5,0,113,1995-10-27,303,2005-07-24,NA,NA,NA
5425,"Arothron",1602,"(Linnaeus, 1758)","White-spotted puffer","Arhis_ub.jpg",NA,NA,NA,448,"Tetraodontinae",2774,NA,"short and / or deep","O",NA,NA,0,0,1,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,1,50,90102,NA,NA,NA,NA,NA,NA,NA,40,NA,50,"TL",NA,NA,30874,NA,NA,NA,NA,NA,2010,NA,40637,"ARHIS_U2",NA,NA,NA,NA,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,1,83530,"poisonous to eat",4690,"no special ability",NA,NA,1,"Inhabit outer reef slopes to depths of at least 50 m, inner reef flats and lagoons.  Juveniles common in weedy areas of estuaries (Ref. 4919).  Also found in coastal bays and estuaries, usually near rocky reef or on sand-stretches between reefs with low algae-rubble reef to about 20 meters depth, or in shallow with sparse seagrass growth (Ref. 48637).  Benthopelagic (Ref. 58302).  Usually solitary and territorial on sandy to rubble areas.  Feed on fleshy, calcareous, or coralline algae, detritus, mollusks, tunicates, sponges, corals, zoanthid anemones, crabs, tube worms and echinoderms (Ref. 1602).",NA,0.5,0,1,1992-04-27,65,2024-08-12,113,1995-07-20,NA
7188,"Arothron",5170,"(Bloch & Schneider, 1801)","Immaculate puffer","Arimm_u2.jpg",NA,NA,NA,448,"Tetraodontinae",2774,NA,"short and / or deep","O",NA,NA,0,0,1,1,"reef-associated","WaterAssumed",NA,NA,NA,3,30,90102,NA,NA,NA,NA,NA,NA,NA,27.5,NA,37.5,"TL",NA,NA,116289,NA,NA,NA,NA,NA,775,NA,116289,"ARIMM_U0",NA,NA,NA,NA,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",9183,0,NA,"poisonous to eat",393,"no special ability",NA,NA,1,"Inhabits weedy areas, often in estuaries; seagrass beds (Ref. 41878) and mangrove areas in 1-1.5 m. Solitary (Ref. 90102). Specimens caught by trawling over silty bottoms in 17 m. (Ref. 9137).",NA,0.5,0,14,1993-01-27,65,2020-09-01,NA,NA,NA
7857,"Arothron",1602,"(Lesson, 1831)","Map puffer","Armap_u6.jpg",NA,NA,NA,448,"Tetraodontinae",2774,NA,"short and / or deep","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,4,30,9710,NA,NA,NA,NA,NA,NA,NA,46,NA,65,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"ARMAP_U0",NA,NA,NA,NA,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"poisonous to eat",393,"no special ability",NA,NA,1,"Occur in clear lagoon and sheltered seaward reefs (Ref. 9710).  Solitary (Ref. 90102). Adults usually along deep drop-offs (Ref. 48637).  Usually close to shelter.  Occur singly (Ref. 9710).  Feed on algae, sponges, and benthic invertebrates.",NA,0.5,0,14,1993-04-16,303,2013-07-15,NA,NA,NA
6400,"Arothron",2334,"(Bloch & Schneider, 1801)","Blackspotted puffer","Arnig_uf.jpg",NA,NA,NA,448,"Tetraodontinae",2774,NA,"short and / or deep","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,60,128797,NA,NA,NA,NA,NA,NA,NA,23,NA,33,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"ARNIG_U1",NA,NA,NA,9183,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"public aquariums","based mainly on capture",9183,0,NA,"poisonous to eat",4690,"no special ability",NA,NA,1,"Inhabit coastal to outer reef crest and slopes with rich invertebrate growth. Sometimes solitary (Ref. 90102). Adults often in pairs (Ref. 48637).  Feed on corals (usually <i>Acropora tips</i>), crustaceans, mollusks,  sponges, tunicates and algae (Ref. 2334).  Generally common (Ref. 9710).",NA,0.5,0,10,1992-09-14,2762,2023-06-15,97,1995-08-29,NA
6526,"Arothron",559,"(Anonymous, 1798)","Stellate puffer","Arste_u4.jpg",NA,NA,"Arste_j2.jpg",448,"Tetraodontinae",2774,NA,"short and / or deep","O",NA,NA,0,0,1,1,"reef-associated","WaterAssumed",NA,NA,NA,3,58,1602,NA,NA,NA,NA,NA,NA,NA,72,NA,120,"TL",NA,NA,9710,54,"TL",NA,NA,5450,NA,NA,NA,"ARSTE_U0",NA,NA,NA,9700,"of potential interest",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"poisonous to eat",559,"no special ability",NA,NA,1,"Relatively uncommon in patch reefs and coral slopes near sandy areas of clear lagoon and seaward reefs.  Juveniles occur in sandy and weedy inner reefs, adults on clear lagoons and seaward reefs (Ref. 9710).  Juveniles inshore, usually on muddy substrates and often estuarine.  Adults on deep slopes and range to outer reefs, sometimes swimming high above the substrate or just below the surface.  Pelagic larvae may disperse over great distance and juveniles occur in subtropical zone (Ref. 48637).  Enter estuaries (Ref. 4833).  Considered as the giant among puffers reaching a total length well in excess of a meter.",NA,0.5,0,14,1992-11-12,2291,2014-10-20,NA,NA,NA
24185,"Aspasma",559,"(Döderlein, 1887)",NA,"Asmin_u0.jpg",NA,NA,NA,434,"Diademichthyinae",10057,NA,"elongated","O",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5,"SL",NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in rocky shores with brown algae.",NA,1,0,113,1996-07-02,113,1998-08-07,NA,NA,NA
6066,"Aspidontus",123078,"Quoy & Gaimard, 1834","False cleanerfish","Astae_u8.jpg",NA,NA,NA,392,"Blenniinae",1566,NA,"elongated","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,1,25,90102,NA,NA,NA,NA,NA,NA,NA,10,NA,11.5,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"ASTAE_U0",NA,NA,NA,NA,"commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults are found solitary or in small groups (Ref. 90102) in lagoons, subtidal reef flats and outer reef slopes (where it occurs to depths of over 20 m).  Often in pairs in empty worm tubes or narrow holes.  They mimic the cleaner wrasse <i>Labroides dimidiatus</i> and nip fins, skin and scales of other fishes (Ref. 9710).  They even copy the motion of the cleaner wrasse that may induce other fish to come close, then target their scales or mucus for a feed, biting and quickly retreating to the corals before the victim realizes that it was tricked; experienced fish recognize imposters and often give it a chase  (Ref. 48636).  Diet is supplemented with benthic invertebrates and zooplankton (Ref. 94105).  Also feed on  tubeworms and demersal fish eggs.  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",NA,0.75,0,14,1992-07-15,2,2014-01-21,3,1994-08-29,NA
7200,"Asterropteryx",1602,"Rüppell, 1830","Starry goby","Assem_ua.jpg",NA,NA,NA,405,"Gobiinae",3398,NA,"elongated","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,1,20,9710,NA,NA,NA,NA,NA,NA,NA,10,NA,6.5,"TL",NA,NA,11344,NA,NA,NA,NA,NA,NA,NA,NA,"ASSEM_U0",NA,NA,NA,9210,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found on algal-coated reef rock and rubble of inner flats and turbid lagoons (Ref. 1602).  Takes refuge in burrows or holes in the reef (Ref. 11441).  Benthic (Ref. 58302). Feeds on small benthic invertebrates (Ref. 89972). Solitary or in small group (Ref 90102).",NA,0.501999974250793,0,14,1993-01-28,2,2015-04-30,NA,NA,NA
7281,"Ateleopus",559,"Bleeker, 1853","Pacific jellynose fish","Atjap_u2.jpg",NA,NA,NA,228,NA,1219,NA,"elongated","O",NA,NA,0,0,0,1,"bathydemersal","WaterAssumed",NA,NA,NA,140,600,44036,NA,NA,NA,NA,NA,NA,NA,69.54,NA,95,"SL",NA,NA,559,35,"NG",NA,NA,27550,NA,NA,NA,"ATJAP_U0",NA,NA,NA,27550,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Feeds on prawns (Ref. 27550).",NA,0.5314000248909,0,1,1993-02-06,113,2008-09-01,3,1994-08-28,NA
4305,"Atelomycterus",244,"(Anonymous [Bennett], 1830)","Coral catshark","Atmar_u0.jpg",NA,NA,NA,801,NA,9934,NA,"elongated","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,70,"TL",NA,NA,244,NA,NA,NA,NA,NA,NA,NA,NA,"ATMAR_U0",NA,NA,NA,11146,"subsistence fisheries","low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,1,0,0,0,0,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",11146,"electrosensing only",10311,NA,1,"A common but little-known inshore shark found on coral reefs and though to inhabit crevices and holes on reefs (Ref. 11146).  Oviparous (Ref. 50449).  Caught occasionally by various fisheries operating over coral reefs and probably adversely affected by dynamite fishing (Ref.58048). Utilized fresh and dried-salted for food or processed for fishmeal and oil (Ref. 244).",NA,0.515699982643127,0,23,1992-06-15,1730,2024-01-23,2,1994-03-22,NA
1303,"Atherinomorus",58474,"(Forster, 1801)","Hardyhead silverside","Atlac_u7.jpg",NA,NA,"Atlac_u5.jpg",218,"Atherinomorinae",2758,NA,"elongated","R",NA,NA,0,1,1,1,"reef-associated","WaterAssumed",NA,NA,NA,1,39,11897,NA,NA,NA,NA,NA,NA,NA,15,NA,25,"TL",NA,NA,48635,NA,NA,NA,NA,NA,NA,NA,NA,"ATLAC_U0",NA,NA,NA,12484,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"seines","beach seines (SB)",1,0,0,0,0,0,0,0,0,1,"never/rarely",NA,NA,"usually",12484,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Common in large schools along sandy shorelines and reef margins.  Reported to be mainly a nocturnal species which usually forms schools (from several hundred to more than 100 m long and 20 m wide) (Ref. 9760).  Feeds mostly at night when the school disperse.  Feeds on a variety of planktonic crustaceans.  Preyed upon by sharks, tunas, long toms, and amberjacks which swim alongside the school.  Among its other predators are crested terns, gannets, sea-gulls and herons.  Slow moving and not well regarded as bait.   Extremely important as forage fish for larger species (Ref. 3302).  Sold fresh, or salted and dried (Ref. 12484).  Minimum depth reported taken from Ref. 57178.",NA,0.501999974250793,0,2,1990-10-17,10,2015-11-20,303,2024-09-29,NA
93,"Auxis",32349,"(Risso, 1810)","Bullet tuna","Auroc_u3.jpg",NA,NA,NA,416,"Scombrinae",220,1,"fusiform / normal","R",NA,NA,0,0,1,1,"pelagic-neritic","WaterAssumed",NA,"oceanodromous",51243,10,NA,9340,NA,NA,NA,5,125574,NA,NA,26.68,37.5,50,"FL",NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,"AUROC_U0",NA,NA,NA,4931,"highly commercial","very high","Reliable: based on ex-vessel price for this species","<i>A. rochei</i> and <i>A. thazard</i>.","from 100,000 to 500,000","Philippines, Japan, India","seines",NA,0,1,0,1,0,1,0,1,1,1,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,1,9987,"harmless",NA,"no special ability",NA,NA,1,"Adults are principally caught in coastal waters and around islands (Ref. 9340).  Form schools.  Feed on small fishes, particularly anchovies, crustaceans (especially crab and stomatopod larvae) and squids.  Eggs and larvae are pelagic (Ref. 6769).  Because of their abundance, they are considered an important element of the food web, particularly as forage for other species of commercial interest.  Also caught with encircling nets and troll lines (Ref. 9340).  Marketed fresh and frozen (Ref. 9340) and also dried or salted, smoked and canned (Ref. 9987).",NA,0.5625,0,2,1990-10-17,2448,2021-11-19,133,1999-12-14,NA
