autoctr,SpecCode,StockCode,EcologyRefNo,HabitatsRef,Neritic,SupraLittoralZone,Saltmarshes,LittoralZone,TidePools,Intertidal,SubLittoral,Caves,Oceanic,Epipelagic,Mesopelagic,Bathypelagic,Abyssopelagic,Hadopelagic,Estuaries,Mangroves,MarshesSwamps,CaveAnchialine,Stream,Lakes,Cave,Cave2,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,DietTLu,DietseTLu,DietRemark,DietRef,FoodTroph,FoodSeTroph,FoodRemark,FoodRef,AddRems,AssociationRef,Parasitism,Solitary,Symbiosis,Symphorism,Commensalism,Mutualism,Epiphytic,Schooling,SchoolingFrequency,SchoolingLifestage,Shoaling,ShoalingFrequency,ShoalingLifestage,SchoolShoalRef,AssociationsWith,AssociationsRemarks,OutsideHost,OHRemarks,InsideHost,IHRemarks,SubstrateRef,Benthic,Sessile,Mobile,Demersal,Endofauna,Pelagic,Megabenthos,Macrobenthos,Meiobenthos,SoftBottom,Sand,Coarse,Fine,Level,Sloping,Silt,Mud,Ooze,Detritus,Organic,HardBottom,Rocky,Rubble,Gravel,SpecialHabitatRef,Macrophyte,BedsBivalve,BedsRock,SeaGrassBeds,BedsOthers,CoralReefs,ReefExclusive,DropOffs,ReefFlats,Lagoons,Burrows,Tunnels,Guyots,Crevices,Seamounts,ColdSeeps,HydrothermalVents,DeepWaterCorals,Vegetation,Leaves,Stems,Roots,Driftwood,OInverterbrates,OIRemarks,Verterbrates,VRemarks,Pilings,RicePaddies,BoatHulls,Corals,SoftCorals,OnPolyp,BetweenPolyps,HardCorals,OnExoskeleton,InterstitialSpaces,Circadian1,Circadian2,Circadian3,BioAspect1,BioAspect2,BioAspect3,RemarksCircadian,CircadianRef,CircadianAlsoRef,Entered,Dateentered,Modified,Datemodified,Expert,Datechecked,TS,MoTaDieuKienVi
2801,4820,5049,2830,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly plants/detritus (troph. 2-2.19),2830,filtering plankton,NA,NA,NA,NA,NA,NA,NA,2,0,Trophic level and s.e. inferred from exclusive plant/detritus food items.,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,75154,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1999-12-15,2,2013-11-28,NA,NA,NA,
2802,4821,5050,4959,4959,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),4959,hunting macrofauna (predator),4959,3.62,NA,NA,NA,Troph of adults from 1 study.,55797,3.87,0.55,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Euryhaline (Ref. 12743).  Inhabits sandy lagoons and sheltered coastal waters.  Also found over muddy bottoms (Ref. 5213).  Often in groups (Ref. 9710).  In the north-east coast of India, the male to female ratio was 1:1.5 in most months (Ref. 28761).  Feeds primarily on small crustaceans.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,58652,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,41878,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1993-01-13,1472,2008-12-05,NA,NA,NA,
9892,4823,5052,3412,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Found in coastal waters and trawling grounds.  Caught with bottom trawls, bottom longlines, handlines, gillnets and traps (Ref. 3412).  Also found in mangrove forests (Ref. 121914).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,2007-08-10,2495,2020-03-18,NA,NA,NA,
2803,4824,5053,4959,4959,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),4959,hunting macrofauna (predator),4959,3.6,0.58,NA,NA,Troph of juv./adults from 1 study.,37858,4.06,0.56,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Found on the continental shelf (Ref. 75154).  Juveniles and/or adults are found in subtidal edge of mud flats and near inshore waters (Ref. 121464).  Shallow water shoaling species.  Dwells in sheltered bays and estuaries.  Tolerates turbid waters and varying salinities.  Demersal.  Generalist carnivore.  Feeds on shrimp, small fishes and squids (Ref. 9773).",NA,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,9773,NA,NA,0,NA,0,NA,44081,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,58534,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1993-01-13,2762,2024-02-02,NA,NA,NA,
2804,4825,5054,6932,6932,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6932,hunting macrofauna (predator),NA,3.8,0.44,3.57,0.43,Troph of juv./adults from 1 study.,6932,NA,NA,NA,NA,Occurs in inshore waters of the continental shelf.  Often trawled (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,58652,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1999-07-21,1472,2008-11-19,NA,NA,NA,
12874,4826,5055,2160,2160,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),2160,hunting macrofauna (predator),2160,4.42,0.71,4.66,0.86,	Troph of juv./adults from 1 study.,30475,4.41,0.96,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabits coral reefs (Ref. 58534). May be observed with its 'cleaners', <i>Labroides dimidiatus</i> and <i>Lepidaplois axillaris</i>, and the shrimp, <i>Stenopus</i> sp. Intraspecific aggression is used in establishing temporarily held sites; schooling observed during feeding and in lieu of suitable cover. Fish, primarily atherinids and scarids comprise 96% of the adult diet while small juveniles feed on a few benthic crustaceans (Ref. 2160). Highly piscivorous, with Pomacentridae, Caesionidae, Scaridae and Labridae are four of the five most important prey families consumed and did not vary seasonally in the diet (Ref. 42842). They are home-ranging, moderately sedentary fish that associate with specific areas of mid-shelf reefs for several months. They regularly range approximately 2 km along the reef slope and up to 7.5 km on occasions (Ref. 27399). Longer range movements between reefs have been reported (Ref. 27410). They appear to range as mobile, opportunistic predators, but also maintain home sites for access to shelter and cleaning stations (Ref. 27426). They also migrate short distances within particular reef systems to spawn (Ref. 27259). Larger ones inhabit deeper waters (e.g., more than 20 m) outside the spawning period (Ref. 27264). They may also move into shallow water. These coral trouts feed during the day and exhibit different hunting strategies depending on the time of day. At dusk they appear to utilise an 'ambush' strategy whereas at dawn they 'prowl'. Groups of larger fish have been observed to hunt and chase small pelagic fish (Ref. 27399).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2020-03-11,14,2023-06-02,NA,NA,NA,
2806,4827,5056,49,43081,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),49,hunting macrofauna (predator),43081,4.5,0.62,4.35,0.720000028610229,Troph of juv./adults from 1 study.,53850,4.29,0.68,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Juveniles occur in mangroves and brackishwaters as nursery grounds; adults inhabit reefs and shallow waters (Ref. 43081).  Schooling species (Ref. 125576).  Pelagic predator.  Juveniles form schools above coral reefs while adults tend to be solitary and diurnal (Ref. 9773).,9773,0,-1,0,0,0,0,0,-1,NA,NA,0,NA,NA,9773,NA,NA,0,NA,0,NA,9773,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41878,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1997-04-08,2762,2024-02-07,NA,NA,NA,
2807,4829,5058,9137,4833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,3.69,0.46,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"An omnivore found in inshore areas (Refs. 75154, 9773).  Inhabits lagoons and wetlands.  Feeds on invertebrates and fishes (Ref. 9773).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41878,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-06-20,2762,2024-02-07,574,2001-06-27,NA,
2809,4832,5061,6395,6395,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6395,hunting macrofauna (predator),6395,NA,NA,NA,NA,NA,NA,3.73000001907349,0.6328,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occurs in inshore waters.  Commensal with <i>Holothuria</i>, <i>Actinopyga</i>, <i>Stichopus</i> and others (Ref. 75154).  Feeds on amphipods, shrimps and fish (Ref. 6395).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53568,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1994-02-23,1472,2008-09-04,NA,NA,NA,
2810,4833,5063,49,26909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),49,hunting macrofauna (predator),59235,3.66,0.202,4.22,0.930000007152557,Troph of juv./adults from 4 studies.,59235,3.57,0.59,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Found mainly in freshwater and estuaries, but also enters the sea (Ref. 4833).  Also occurs in canals, ditches and ponds (Ref.  12693).  Juveniles and/or adults are found in mangrove inlets (Ref. 121464).  Found in clear to turbid streams with rock, gravel or sand bottoms (Ref. 2847).  Encountered in medium to large-sized rivers of the lower Mekong (Ref. 12975).   Recorded as having been or being farmed in rice fields (Ref. 119549). Feeds on small insects, crustaceans and small fish.  Grows to a much larger size in brackish water than in fresh water.  Cannibalism is relatively common for this species (Ref. 48660).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,-1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1997-04-05,2495,2020-01-17,NA,NA,NA,
2812,4836,5066,2141,2141,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,hunting macrofauna (predator),6110,3.57,0.39,3.38,0.34,Troph of juv./adults from 1 study.,6110,3.54,0.5,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Nocturnal species (Ref. 75154) which is found in caves or other projections in the vicinity of coral reefs (Ref. 9137, 58534).  Exhibits the black gut phenomenon.  In nocturnal predators, it appears to serve to conceal bioluminiscent prey in the stomach cavity (Ref. 46685).",129602,0,0,0,0,-1,0,0,0,NA,NA,0,NA,NA,NA,<i>Diadema setosum</i>.,Uses <i>Diadema setosum</i> for protection.,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58652,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1992-01-07,2762,2024-02-15,NA,NA,NA,
2813,4837,5067,9137,9137,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,3.64,0.54,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Found to inhabit caves and under projections in rocky reefs (Ref. 9137); also in coral reefs (Ref. 58534).  Nocturnal species (Refs. 75154, 9773).  Exhibit the black gut phenomenon.  In nocturnal predators, they appear to serve to conceal bioluminiscent prey in the stomach cavity (Ref. 46685).  Forages along reefs (Ref. 9773).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,9137,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,41878,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-06-11,2762,2023-10-03,574,2001-06-19,NA,
8230,4838,5068,NA,46685,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Found inshore (Ref. 75154).  Common on shallow rocky habitats and artificial reefs (Ref. 125576).  Exhibits the black gut phenomenon. In nocturnal predators, it appears to serve to conceal bioluminiscent prey in the stomach cavity (Ref. 46685).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2004-02-11,2761,2023-03-06,NA,NA,NA,
2816,4842,5072,9710,9710,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9710,selective plankton feeding,NA,NA,NA,NA,NA,NA,NA,3.4,0.45,Tentative trophic level derived from 1 + troph of a single food item,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2000-04-03,1472,2007-08-15,NA,NA,NA,
2823,4856,5086,9137,1602,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,3.5,0.37,Tentative trophic level derived from 1 + troph of a single food item,NA,Occurs inshore (Ref. 75154).  Common around patches of rubble or mixed rubble and coral along steep dropoffs (Ref. 1602).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-07-18,1472,2008-12-12,NA,NA,NA,
9944,4857,5087,58534,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Occurs inshore (Ref. 75154). Found usually in groups (Ref. 90102) in shallow coastal reefs and seagrass flats (Ref. 9710), also in algae-rocky reef flats and lagoons (Ref. 48636).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472,2007-08-15,97,2018-04-13,NA,NA,NA,
2824,4858,5088,2136,2136,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,hunting macrofauna (predator),NA,2.9,0.17,3.11,0.34,Troph of juv./adults from 1 study.,6110,NA,NA,NA,NA,"Occurs inshore (Ref. 75154).  Feeds on plants, detritus and invertebrates (Ref. 6110).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1992-01-21,1472,2008-12-12,NA,NA,NA,
2825,4859,5089,2334,2334,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9823,hunting macrofauna (predator),9823,NA,NA,NA,NA,NA,NA,3.37,0.4,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabits shallow protected coral reefs and nearby silty sand and rubble bottoms.  Feeds mainly on hard-shelled prey, including molluscs, crustaceans and sea urchins.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2000-11-08,1472,2008-12-12,574,2001-06-27,NA,
9949,4861,5091,58534,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472,2007-08-15,NA,2007-08-15,NA,NA,NA,
2826,4862,5092,37816,37816,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabits lagoon and seaward reefs, in coral-rich areas (Ref. 9710).  Also found along drop-offs on the bottom of large caves.  Usually seen solitary (Ref. 48636).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,2001-11-26,14,2018-02-12,NA,NA,NA,
2827,4863,5093,2137,2137,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),2137,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,3.34,0.61,Tentative trophic level derived from 1 + troph of a single food item,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1997-02-28,1472,2007-08-15,NA,NA,NA,
9950,4867,5097,58534,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472,2007-08-15,NA,2007-08-15,NA,NA,NA,
2830,4868,5098,9823,9823,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9823,variable,9823,NA,NA,NA,NA,NA,NA,3.86,0.61,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Inhabit shallow reef areas with high coral cover (Ref. 9823).  Adults feed on coral polyps while juveniles take ectoparasites and possibly mucus of  other reef fishes (Ref. 9823).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2000-11-09,1472,2008-12-16,574,2001-06-25,NA,
2845,4886,5117,6390,6390,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,4.1100001335144,0.6991,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Found inshore (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998-09-25,1472,2008-11-20,574,2001-06-04,NA,
2847,4888,5121,6110,6110,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,hunting macrofauna (predator),6110,NA,NA,3.28,0.52,NA,6110,3.37,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occupy an inshore habitat, often exposed to surge; may be found in at least 60 feet of water.  Young feed primarily on small crustaceans and polychaetes, adults switch to larger crustaceans and mollusks as well as polychaetes (Ref. 1602).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,58652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,41878,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1992-01-29,1472,2008-12-11,NA,NA,NA,
2848,4889,5122,9137,2677,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,3.5,0.37,Tentative trophic level derived from 1 + troph of a single food item,NA,"Occurs inshore (Ref. 75154).  Found in areas of mixed coral, rubble, consolidated limestone, and sand of seaward reefs (Ref 2677) and coral reefs (Ref. 9137).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-07-18,1472,2008-12-11,NA,NA,NA,
2851,4893,5126,9137,NA,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,3.5,0.37,Tentative trophic level derived from 1 + troph of a single food item,NA,"Occurs in clear lagoon and seaward reefs from the lower surge zone to a depth of 30 m (Ref. 1602).  Usually in areas with mixed rubble, coral, or rock and sand (Ref. 9710), and in coral reefs (Ref. 9137).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-07-18,1472,2008-12-11,NA,NA,NA,
